STORE CODE,ZONE,STATE,CITY,FORMAT  Type,FORMATE,STORE NAME,SAP Name of Store,NOC Store name
8140,East,West Bengal,Kolkata,Trends,Fitch,"JUNCTION MALL ,BARASAT",RRL Trends Barasat Jn Mall Kol,Kolkata BarasatJunct
8139,East,West Bengal,Kolkata,Trends,Fitch,Diamond City Mall,RRL Trends Diamond City North,Kolkata DCN Mall
8138,East,West Bengal,Kolkata,Trends,Fitch,Ideal  Regency,RRL Trends Ideal Regency Kolka,Kolkata IdealRegency
8137,East,West Bengal,Kolkata,Trends,Fitch,Avani Riverside,RRL Trends Avani Riverside Mal,Kolkata Avani
8136,East,West Bengal,Kolkata,Trends,Fitch,Axis Mall,RRL Trends Axis Mall Kolkata S,Kolkata Axis Mall
8133,East,West Bengal,Burdwan,Trends,Fitch,Curzon Residency,RRL Trends Curzon Residency Bu,Burdwan Curzon Gate
5934,East,West Bengal,Midnapore,Trends,Regular,Station Road,RRL Trends Medinipur,Medinipur KhudiramRd
5879,East,West Bengal,Jaigaon,Trends,Regular,"Central Plaza, Near Bhutan Border, Jaigaon",RRL Trends Jaigaon,Alipurduar Cnrt Plaz
5872,East,West Bengal,Raniganj,Trends,Fitch,Anjana Hall,RRL Trends Raniganj West Benga,Raniganj NSB Road
5845,East,West Bengal,Kolkata,Trends,Fitch,Forum Rangoli Mall,RRLTrends Forum Mall Howrah,Kolkata ForumRangoli
5823,East,West Bengal,Berhampore,Trends,Fitch,"Murshidabad, Opp Bata, Behrampore",RRL Trends Murshidabad Baharam,Berhampore Khagra
5807,East,West Bengal,Srirampore,Trends,Regular,G.T Road,RRL Trends Hoogly WB,Kolkata GTRd Sriramp
5790,East,West Bengal,Jalpaiguri,Trends,Regular,DBC Road,Rrl Trends Jalpaiguri,Jalpaiguri DBC Rd
1935,East,West Bengal,Kolkata,Trends,Regular,LIC Chowringhee,RRL Trends Nehru Road Kolkatta,Kolkata Nehru Rd
1899,East,West Bengal,Kolkata,Trends,Regular,"Banik Towers,Gariahat",RRL Trends Banik Towers Kolkat,Kolkata Banik Towers
TIR0,East,Orissa,Bolangir,Trends,Fitch,"Trends Balangir, Near Main market",RRL Trends Balangir,Bolangir Near Main market
8095,East,Orissa,Cuttack,Trends,Regular,Dolamandai,RRL Trends Dolamundai Square C,Cuttack Dolamundi Sq
TQ54,East,Orissa,Rourkela,Trends,Fitch,Forum Galleria Mall,Trends Forum Rourkela,Rourkela Forum Mall
TSP6,East,Orissa,Anugul,Trends,Fitch,Sangul,RRL Trends Angul Odisha,Anugul Sangul
TZ93,East,Orissa,Subarnapur,Trends,Fitch,Boaglir Road,RRL Trends Subarnapur,Subrnpur Bolangir Rd
8335,East,Orissa,Sambalpur,Trends,Regular,Sambalpur,RRL Trends Sambalpur Orissa,Sambalpur RIL Mall
T532,East,Orissa,Keonjhar,Trends,Fitch,"Mining Road, Lavanya Square",RRL Trends Khendujar Orissa,Keonjhar Mining Road
T626,East,Orissa,Bhadrak,Trends,Fitch,"My Mart, Bhadrak",RRL Trends Bhadrak Orissa,Bhadrak Roul Complex
T9GK,East,Orissa,Rourkela,Trends,Fitch,RRL Trends Rourkela FE2 Arcade,RRL Trends Rourkela FE2 Arcade,Rourkela F2 Arcade
TG71,East,Orissa,Bargarh,Trends,Fitch,Near Private Bus stand,RRL Trends Bargarh Orissa,Bargarh Canal Rd
TE51,East,Orissa,Baripada,Trends,Fitch,"Near Bank of India , Station Road",RRL Trends Baripada,Baripada Station Rd
TDO1,East,Orissa,Sundergarh,Trends,Fitch,Hospital Road,RRL Trends Odisha Sundergarh,Sundergr Sankar City
TC87,East,Orissa,Bhubaneshwar,Trends,Fitch,Forum Esplanade Mall,Trends Forum Bhubaneshwar,Bhubneswr ForumEspln
8307,East,Orissa,Bhubaneshwar,Trends,Fitch,Z Tower Patia,RRL Trends Z Tower Patia Mall,Bhubneswr Z Tower
T9HE,East,Orissa,Batli,Trends,Fitch,Trends Batli Chowk,RRL Trends Bargarh Bhatli Chha,Batli Chowk
8094,East,Orissa,Bhubaneshwar,Trends,Fitch,Janpath,RRL Trends Bhubaneswar Store,Bhubneswr Janpath
5964,East,Orissa,Anugul,Trends,Regular,Gandhi Chowk,RRL Trends Angul Orissa,Angul Gandhi Marg
5824,East,Orissa,Jajpur,Trends,Fitch,"Jajpur Road, Jajpur",RRL Trends Jajpur Rd Orissa,Jajpur BCM City Mall
8285,East,Orissa,Rourkela,Trends,Regular,"Bisra Road, Rourkela",RRL Trends Raurkela Orissa,Raurkela Main Road
T527,East,Bihar,Patna,Trends,Fitch,Patna Sahib Railway Station,RRL Trends Patna Sahib,Patna Patna Sahib Railway Station
T529,East,Jharkhand,Ranchi,Trends,Fitch,"City Mall ,Harmu Road",RRL Trends Sukhdeon Nagar Ranc,Ranchi Harmu Road
T531,East,Bihar,Hajipur,Trends,Fitch,Cine Plaza,RRL Trends Hajipur,Hajipur Cine Plaza
TO85,East,West Bengal,Arambagh,Trends,Fitch,"Gourhati More, Arambagh",RRL Trends Arambagh,Arambagh Gourhati
T3BN,EAST,Jharkhand,Ranchi,Trends,Trends 3.0,Riddhi Siddhi,RRL Trends Ranchi Ridhi Sidhi,Ranchi Riddhi Siddhi Complex
8397,East,Assam,Silchar,Trends,Fitch,"Goldighi, Silchar",RRL Trends Nazirapatty Silchar,Silchar Nazirapatty
TLA4,East,Assam,Mangaldoi,Trends,Fitch,Mangaldoi,RRL Trends Mangaldoi,Mangaldoi Property of Jiyaruddin SD enterprise
FR1D,East,Assam,Guwahati,Trends,Fitch,TV-Guwahati-Paltan Bazaar,TV Guwahati Paltan Bazaar,Guwahati TV FBB Guwahati Paltan Bazaar
T28R,East,Jharkhand,Jugsalai,Trends,Fitch,RRL Trends Jamshedpur Jugsalai,RRL Trends Jamshedpur Jugsalai,Jugsalai Jamshedpur
1879,East,Orissa,Brahmapur,Trends,Regular,Church Road,Brahmapur Church Rd,Brahmapur Church Rd
5847,East,Orissa,Balasoer,Trends,Regular,Balasoer Cinema,Baleshwar Motiganj,Baleshwar Motiganj
TEW3,East,Orissa,Cuttack,Trends,Fitch,Nayabazar,RRL Trends Cuttack,Cuttack Chauliganj
TKZ0,East,Orissa,Bhawanipatna,Trends,Fitch,Near Balaji Temple,RRL Trends Bhawanipatna,Bhawanipatna Near Balaji Temple
TDN4,East,Orissa,Bhubaneshwar,Trends,Fitch,Garage Square,RRL Trends Bhubaneshwar Samant,Bhubaneswar Garage Square
TA9Z,East,Orissa,Berhumpur,Trends,Fitch,Trends Bada Bazar-Berhumpur,RRL Trends Berhampur Ganjam,Berhumpur Bada Bazar
TX1Q,East,Orissa,Nuapada,Trends,Fitch,Trends Nuapada,RRL Trends Nuapada Odisha,Nuapada Nuapada Odisha
TGZ8,East,Orissa,Jagatsinghpur,Trends,Fitch,Durga Bazar,Jagatsinghpur Nr Bhoomika Eye Hospital,Jagatsinghpur Nr Bhoomika Eye Hospital
TML0,East,Orissa,Dhenkanal,Trends,Fitch,"Dhenkanal, On Dakhaina Kali Road",RRL Trends Dhenkanal,Dhenkanal Dakhina Kali Rd
TWPN,East,Orissa,Rayagada,Trends,Fitch,"Station Road, Near Housing Board Colony",RRL Trends Rayagada,Rayagada Station Road Near Housing Board Colony
TAQL,East,Orissa,Malkangiri,Trends,Fitch,Trends Malkangiri Main Market,RRL TRENDS Main Market MALKANA,Malkangiri Malkangiri Main Market
TR29,East,Orissa,Berhumpur,Trends,Fitch,"Janana Hospital Road, Berhumpur",RRL Trends Brahmapur,Brahmpur Hotel Dalma
5819,East,Orissa,Puri,Trends,Regular,Puri Town Orissa,RRL Trends Puri Town Orissa,Puri Bijaya Subudhi
T38A,East,Orissa,Bhubaneswar,Trends,Fitch,BOMIKHAL,RRL Trends Bhubaneswar Jharpad,Bhubaneswar Next To Falcone Marine Office
T17U,East,Sikkim,Namchi,Trends,Fitch,"Agam Gram, Namchi",RRL Trends Namchi Link Road,Namchi Bhutia Busty Rd Agam Gram
TSQ7,East,Bihar,SITAMARHI,Trends,Fitch,"V2-ADITYA VISION, DUMRA ROAD",RRL Trends Sitamarhi,Sitamarhi V2 Aditya Vision Rajopatti
T866,East,Assam,Sivasagar,Trends,Fitch,"Sivasagar-SBI Building, Sivasagar",RRL Trends Sibsagar Assam,Sibsagar Assam
TSP8,East,Assam,Kokrajhar,Trends,Fitch,"Trends J.D. Road, Kokrajhar",RRL Trends Kokrajhar,Kokrajhar J D Road
TX02,East,Tripura,Dharmanagar,Trends,Fitch,"Jai Hind Club Road, Dharmanagar",RRL Trends Tripura Dharmanagar,Dharmanagr HIndClub
8134,East,West Bengal,Darjeeling,Trends,Fitch,Rink Mall,RRL Trends Rink Mall Darjiling,Darjiling Rink Mall
TGD3,East,West Bengal,Bangaon,Trends,Fitch,Fashion Mart,RRL Trends Bongaon,Bangaon Fashion Mart
TCH3,East,Jharkhand,Garhwa,Trends,Fitch,"Vidya City Mall, Chinia Road",RRL Trends GARHWA,Garwa Vidya City Mal
5760,East,Orissa,Jharsuguda,Trends,Regular,"Chawla Heights , Jharsuguda",RRL Trends Jharsuguda Town,Jharsguda SarbahalRd
TC89,East,Orissa,Cuttack,Trends,Fitch,"NSCBA Mall, Jail Road",RRL Trends NSC Bose Shoping Ce,Cuttack Darga Bazar
T52A,EAST,Jharkhand,Ranchi,Trends,FITCH,Pristine Paradise,Ranchi Pristine Paradise Kanke Rd,Ranchi Pristine Paradise Kanke Rd
T7LC,East,West Bengal,Kolkata,Woman,Fitch,RRL TW Kolkata Lake Mall,RRL TW Kolkata Lake Mall,Kolkata TW Lake Mall
TFL0,East,West Bengal,Krishnanagar,Woman,Fitch,TW Sentrum Mall,TW-KRISHNANAGAR,Krishnanagar TW Sentrm
TG50,East,West Bengal,Durgapur,Woman,Fitch,"TW Junction Mall, Durgapur",RRL Trends Woman Junction Mall,Durgapur TW Jnct Mal
TO22,East,West Bengal,Kolkata,Woman,Fitch,TW City Centre Mall,TW - CC New Town,Kolkata TW New Town
TTE7,East,West Bengal,Madhyamgram,Woman,Fitch,"TW Madhyamgram Star Mall,Jessore Road (North)",TW Star Mall Madhyamgram,Madhyamgram TW Star Mall
TX8S,North,Uttar Pradesh,Lucknow,Woman,Fitch,TW Fun Republic Mall,RRL TW Lucknow Fun Republic Ma,Lucknow TW Fun Republic Gomti Nagar
TK61,South,Kerala,Thriprayar,Woman,Fitch,Y Mall,Thriprayar TW Y Mall,Thriprayar TW Y Mall
TWSG,South,Kerala,Kozhikode,Woman,Fitch,Gokulam Galleria Mall,TW Gokulam Galleria Mall,Kozhikode TW Gokulam Mall
TOT0,South,Karnataka,Bangalore,Woman,Fitch,AECS Layout,TW AECS Layout Bangalore,Bangalore TW AECS layout
TAP6,West,Maharashtra,Kolhapur,Woman,Fitch,TW Elixa Park - Kolhapur,RRL TW Elixa Park KOL,Kolhapur TW Elixa Park Kolhapur
TX8W,West,Gujarat,Anand,Woman,Fitch,TW Neptune Square anand,RRL TW Anand Neptune Square,Anand TW Neptune Square
T73P,East,Orissa,Sambalpur,Woman,Fitch,TW Sambalpur,RRL Trends Woman Sambalpur Cit,Sambalpur TW City Center Mall
TER6,South,Kerala,Kannur,Woman,Fitch,Capitol Mall,TW-CAPITOL MALL,Kannur TW Capitl Mal
TAP7,West,Maharashtra,Pune,Woman,Fitch,TW Kumar Pacific Mall,RRL TW Kumar Pacific Mall Gult,Pune TW Kumar Pacific Mall
TS87,North,Uttar Pradesh,Varanasi,Woman,Fitch,TW Orderly Bazar,RRL TW-ORDERLY BAZAAR,Varanasi TW Orderly
TTD8,East,West Bengal,Bolpur,Woman,Fitch,TW Bolpur,TW Bolpur WB,Bolpur TW Dena Bank Option
TWST,East,Bihar,Katihar,Woman,Fitch,TW Katihar,TW Katihar Mirchaibari Chowk,Katihar TW Mirchaibari Chowk
TFK8,East,Orissa,Bhubaneshwar,Woman,Fitch,TW D N Regalia Mall,TW-DN REGALIA,Bhubaneshwar TW Regalia
TX3H,East,Bihar,Patna,Woman,Fitch,TW Kankarbagh,TW Kankarbagh,Patna TW Mateshwari Mansion
TH28,South,Karnataka,Mysore,Woman,Fitch,TW Mysore Mall,RRL Trends WIW - Mall of Mysor,Mysore TW MallofMysr
TU60,South,Karnataka,Mangalore,Woman,Fitch,Bharath Mall,Mangalore TW Mall,Mangalore TW Mall
TJM1,South,Pondicherry,Pondicherry,Woman,Fitch,TW Jawaharlal Nehru Street,RRL TW-JN STREET,Pondicherry TW Jawaharlal Nehru Street
TWSI,South,Kerala,Kollam,Woman,Fitch,Polayathode,TW Polayathode,Kollam TW Kurumpelil Avenue Polayathode
TIX8,South,Karnataka,Bangalore,Woman,Fitch,TW Kumaraswamy Layout,TW-KUMARASWMAY LAYOUT,Bangalore TW 50ft Rd
TTL7,South,Karnataka,Bangalore,Woman,Fitch,MCECHS Layout,TW MCECHS Layout Bangalore,Bangalore TW MCECHS Layout Main Rd
TX9B,South,Karnataka,Bangalore,Woman,Fitch,Singasandra,RRL Trends Woman Bangalore,Bangalore TW Singasandra
TP71,South,Kerala,Cochin,Woman,Fitch,TW -Thoppumpady,RRL Trends Women -Thoppumpady,Kochi TW Jacob Rd
TWSU,South,Karnataka,Bangalore,Woman,Fitch,Vijaya Bank Layout,TW Vijaya Bank Layout BTM 4th,Bangalore TW Vijaya Bank Layout Akshaynagar
TX8O,North,Uttar Pradesh,Allahabad,Woman,Fitch,TW Civil Line Prayagaraj,RRL Woman Allahabad Tashkand,Allahabad TW SP Marg Civil Lines Prayagraj
TWPB,East,Bihar,Patna,Woman,Fitch,TW Friends Colony More,TW Friends Colony More,Patna TW Friends Colony More
TGD9,South,Telangana,Hyderabad,Woman,Fitch,TW Sarath City Capital Mall,TW-SHARATH CITY,Hyderabd TW Sarath
FRMS,East,Bihar,Patna,Woman,Fitch,TW Bhootnath,Patna TW Easyday to Woman Patna Bhoothnath Rd Sf,Patna TW Easyday to Woman Patna Bhoothnath Rd Sf
TOW5,South,Karnataka,Mysore,Woman,Fitch,Saraswathipuram,TW Saraswathipuram Mysore,Mysore TW Sarswatiprm
TAP5,East,Bihar,Muzaffarpur,Woman,Fitch,TW Muzzafarpur,RRL TW CLUB ROAD MUZAFFARPUR,Muzaffarpur TW Opp Grand Mall Club road
TKH5,South,Karnataka,Dharwad,Woman,Fitch,Silver Jubilee Circle,TW-SILVER JUBILEE CIRCLE,Dharwad TW SJ Circle
TX75,West,Maharashtra,Mumbai,Woman,Fitch,"TW Orion Mall, Panvel",TW-ORION MALL,Mumbai TW Orion Mall
TXT6,South,Karnataka,Mangalore,Woman,Fitch,Padavinangady,TW Padavinangady Mangalore,Mangalore TW Padavinangady Airport Road
TTY5,South,Kerala,Edappal,Woman,Fitch,Emirates Mall,TW Emirates Mall Edappal,Mallapuram TW Emirates Mall Calicut Road
TX8R,South,Tamil Nadu,Nagercoil,Woman,Fitch,TW Nagarcoil,RRL TW Kanniyakumari Vansika C,Nagercoil TW Vansika Complex KP Road
TE53,South,Karnataka,Bangalore,Woman,Fitch,TW Modi Hospital BLR,Trends Woman Modi Hospital Ban,Bangalore TW Modi Rd
TH2V,South,Telangana,Hyderabad,Woman,Fitch,Tw Lulu Mall Hyd Kukata Pally,RRL Trends Woman Hyderabad Lul,Hyderabad TW Lulu Mall Kukatpally
TWSP,South,Tamil Nadu,Krishnagiri,Woman,Fitch,TW Krishnagiri,TW Krishnagiri,Krishnagiri TW Bangalore Road 
TDG1,South,Karnataka,Bangalore,Woman,Fitch,Kasturi Nagar,TW-KASTURINAGAR,Bangalore TW OMBR
TMA1,South,Karnataka,Tumkur,Woman,Fitch,SIT Main Road Tumkur,RRL TW SIT Main Road Tumkur,Tumkur TW SIT MainRd
TS86,South,Telangana,Hyderabad,Woman,Fitch,"TW Dsl Mall, Uppal",RRL TW-DSL MALL,Hyderabd TW Dsl Mall
TX26,South,Karnataka,Bangalore,Woman,Fitch,Seetha Circle,RRL TW-SEETHA CIRCLE,Bangalore TW Seetha Circle Srinivas Nagar
TWSB,South,Tamil Nadu,Chennai,Woman,Fitch,TW Kodungaiyur ,TW Kodungaiyur,Chennai TW Kodungaiyur
TLB6,South,Karnataka,Bangalore,Woman,Fitch,TC Palya Main Road,TW-AKSHAYANAGAR,Bangalore TW TC Palya
T508,South,Tamil Nadu,Chennai,Woman,Fitch,"TW Redhills Road, Ambattur",RRL Trends Womans Ambattur,Chennai TW Ambattur
TAQZ,South,Tamil Nadu,Tiruvarur,Woman,Fitch,TW Thiruvarur,TW Tiruvarur Vijaypuram,Tiruvarur TW Vijayapuram
T9XT,South,TAMIL NADU,Coimbatore,Woman,Fitch,TW Fun Republic Mall Cbe,RRL Trends Woman Coimbatore Fu,Coimbatore TW Fun Republic Mall
TJQ5,South,Karnataka,Bangalore,Woman,Fitch,YELAHANKA,RRL TW-YELAHANKA,Bangalore TW Yelhnka
TTE3,East,Orissa,Berhumpur,Woman,Fitch,TW Gandhi Nagar Main Road,TW Berhampur Odisha,Berhumpur TW Gandhi Nagar Main Rd
TWSS,South,Tamil Nadu,Chennai,Woman,Fitch,TW Kolathur,TW Kolathur,Chennai TW Kolathur
TKH7,South,Karnataka,Belgaum,Woman,Fitch,Khade Bazar,TW-KHADE BAZAAR,Belgaum TW Khade Bzr
9533,South,Telangana,Hyderabad,Woman,Fitch,"TW Inorbit Mall, Hyderabad",RRL Trends WIW Hyderabad,Hyderabad TW Inorbit
TY34,South,Tamil Nadu,Chennai,Woman,Fitch,TW Mogappair East,TW-MOGAPPAIR,Chennai TW Mogappair
TH29,South,Karnataka,Gulbarga,Woman,Fitch,WIW - Orchid Mall,RRL Trends WIW - Orchid Mall,Gulbarga TW Orchid
TKA0,South,Tamil Nadu,Trichy,Woman,Fitch,"TW Lawsons Road, Trichi",RRL TW-LAWSONS ROAD,Trichy TW Lawsons Rd
TC54,South,Andhra Pradesh,Vijayawada,Woman,Fitch,TW PVP MALL,RRL Trends Woman Labbipet,Vijaywda TW PVP Mall
T9CL,South,Tamil Nadu,Tanjore,Woman,Fitch,TW Thanajavur,RRL Trends Woman Tanjore P.R.P,Tanjore TW Trichy Main Road
TWSF,South,Tamil Nadu,Dindigul,Woman,Fitch,"TW Rm Colony, Dindigul",TW RM Colony Dindigul,Dindigul TW RM Colony
TC61,South,Karnataka,Bangalore,Woman,Fitch,TW KengerI,RRL Trends Woman Kengeri Banga,Bangalore TW Kengeri
TM80,South,Tamil Nadu,Madurai,Woman,Fitch,TW Kk Nagar,RRL Trends Women - KK NAGAR,Madurai TW KK Nagar
TTF1,South,Tamil Nadu,Coimbatore,Woman,Fitch,TW Race Course,TW Race Course Road,Coimbatore TW Race Course Road
TJL3,South,Telangana,Hyderabad,Woman,Fitch,"TW Ngo Colony, Vanasthalipuram",RRL TW-NGO COLONY,Hyderabad TW NGO Colony Vanasthalipuram
TX8Z,South,Andhra Pradesh,Nellore,Woman,Fitch,RRL TW Nellore,RRL TW Nellore,Nellore TW Nellore Ap Mr Hari Prasad Option 2 Krp
TTW3,South,Telangana,Hyderabad,Woman,Fitch,TW Chikadpally,TW CHIKKADPALLY,Hyderabad TW Chikadpally
TAK5,South,Tamil Nadu,Madurai,Woman,Fitch,TW Bibicullam,RRLTW Bibikulam Madurai,Madurai TW Bibikulam
TW45,South,Tamil Nadu,Salem,Woman,Fitch,"TW Nm Arcade, Meyyanur Road",RRL TW-MEYYANUR ROAD,Salem TW NM Arcade
TQ04,South,Karnataka,Hubli,Woman,Fitch,"Marvel Artiza, Vidyanagara",TW-ARTIZA HUBLI,Hubli TW Artiza MG Rd
TJM6,South,Karnataka,Bangalore,Woman,Fitch,Gopalan Archade,RRL TW-GOPALAN ARCADE,Bangalore TW Gopalan
T510,South,Tamil Nadu,Madurai,Woman,Fitch,TW Annanagar,Madurai TW Anna Ngr,Madurai TW Anna Ngr
TER5,South,Karnataka,Bangalore,Woman,Fitch,Kothnur Road,TW-KOTHNUR ROAD,Bangalore TW JP Nagr
T558,South,Tamil Nadu,Trichy,Woman,Fitch,TW Thillai Nagar,RRL Trends Woman Tiruchirappal,Trichy TW ThillaiNgr
TPV0,South,Tamil Nadu,Chennai,Woman,Fitch,TW Royapuram,TW Royapuram,Chennai TW Royapuram
TA2O,South,Tamil Nadu,Erode,Woman,Fitch,TW Perundurai,RRL TW Erode - TN,Erode TW Perundurai Road
TKY6,South,Tamil Nadu,Chennai,Woman,Fitch,TW Kk Nagar,TW-KK NAGAR CHENNAI,Chennai TW KK Nagar
T9QS,South,Karnataka,Bangalore,Woman,Fitch,Ramamurthynagar,RRL Trends Woman Bangalore,Bangalore TW Ramamurthynagar
TTF5,South,Tamil Nadu,Kumbakonam,Woman,Fitch,TW Kumbeshwarar South Street,TW Kumbakonam,Kumbakonam TW Kumbeshwarar South Street
T9QQ,East,West Bengal,Siliguri,Man,Fitch,DL-ADARSH NAGAR-MAJLIX PARK,RRL Trends Man Siliguri Beekay,Siliguri TM Sevok Road
TTG6,East,West Bengal,Kolkata,Junior,Fitch,TJ SALT LAKE,TJ Saltlake,Kolkata TJ Salt Lake
TLU3,East,West Bengal,Durgapur,Junior,Fitch,TJ Junction Mall,RRL TJ Junction Mall Durgapur,Durgapur TJ Jxn Mall
TTX7,West,Maharashtra,Solapur,Junior,Fitch,"TJ Oasis Mall, Navi Peth",Solapur TJ Navi Peth Oasis Mall,Solapur TJ Navi Peth Oasis Mall
TW34,South,Andhra Pradesh,Vijayawada,Junior,Fitch,TJ Pvp Mall,RRL Trends Junior PVP Vijayawa,Viajayawada TJ PVP
TWRP,East,Jharkhand,Jamshedpur,Junior,Fitch,TJ  Pm Mall,RRL Trends Junior Jamshedpur P,Jamshedpur TJ P&M Mall
TKH8,South,Karnataka,Gulbarga,Junior,Fitch,TJ Orchid Mall,TJ-ORCHID MALL GULBARGA,Gulbarga TJ Orchid Mall
TY35,South,Tamil Nadu,Chennai,Junior,Fitch,TJ Mogappair East,TRENDS JUNIOR MOGAPPAIR,Chennai TJ Mogappair
TMA6,South,Tamil Nadu,Chennai,Junior,Fitch,TJ Forum Vijaya Mall,RRL TJ Forum Vijaya Mall,Chennai TJ Forum Mal
TXK7,South,Tamil Nadu,Kanchipuram,Junior,Fitch,TJ Kanchipuram,TJ CV Rajagopala Street Kanche,Kanchipuram TJ CV Rajagopal Street
TTQ0,South,Telangana,Hyderabad,Junior,Fitch,TJ Sarath City Capital Mall,TJ Sarath City Capital Mall Hy,Hyderabad TJ Sarath City Capital Mall
TQF1,South,Telangana,Hyderabad,Junior,Fitch,"TJ Pragathi Nagar, Kukatpally",TJ Pragathinagar Hyderabad,Hyderabad TJPragathi Nagar Kukatpally
TLN0,South,Karnataka,Bangalore,Junior,Fitch,KENGERI SATELLITE TOWN,RRL TJ Kengeri Satellite town,Bangalore TJ Kengeri
TWRH,North,Rajasthan,Udaipur,Junior,Fitch,TJ Udaipur,TJ Panchvati,Udaipur TJ Panchvati
TLT5,South,Karnataka,Bangalore,Junior,Fitch,TJ Vijaya Bank Layout,RRL TJ Vijayabank Colony Banga,Bnglr TJ Bilekhalli
TOA1,South,Tamil Nadu,Madurai,Junior,Fitch,TJ Kk Nagar,Trends Junior KK Nagar Madura,Madurai TJ KK Nagar
TPN0,North,Rajasthan,Bhilwara,Junior,Fitch,TJ Reliance Mall- Bhilwara,TJ Bhilwara Reliance Mall,Bhilwara TJ RIL Mall
TTG3,South,Karnataka,Mysore,Junior,Fitch,"TJ Udaya Ravi Road, Kuvempu Nagar",TJ Kuvempu Nagar Mysore,Mysore TJ Udaya Ravi Road Kuvempu Nagar
TWQX,East,Assam,Tezpur,Junior,Fitch,TJ Tezpur,TJ Imperial Square,Tezpur TJ Imperial Mall
TJB8,South,Kerala,Cochin,Junior,Fitch,TJ Nucleus Mall,TRENDS JUNIOR KOCHI NUCLUES MA,kochi TJ Nucleus Mal
TLS3,South,Karnataka,Bangalore,Junior,Fitch,JP NAGAR,TJ JP Nagar 7th Phase,Bangalore TJ JP Nagr
TWPC,East,Bihar,Patna,Junior,Fitch,Friends Colony More,TJ Friends Colony More,Patna TJ Friends Colony More
TX3I,East,Bihar,Patna,Junior,Fitch,TJ Kankarbagh,TJ Kankarbagh,Patna TJ Mateshwari Mansion
TA2E,West,Maharashtra,Mumbai,Woman,Fitch,TW Vile Parle-Parle Square,RRL TW Vile Parle-Parle Square,Mumbai TW Vile Parle Parle Square
TAP3,West,Maharashtra,Taloja,Woman,Fitch,"TW Amer Harmony,Taloja",RRL TW Amar Harmony Panvel,Taloja TW Amar Harmony
TAT2,West,Maharashtra,Nagpur,Woman,Fitch,"TW Vally Tower, Indora",RRL TW Indora Square Nagpur,Nagpur TW Indora Square Sequel Ford
TTY4,West,Maharashtra,Nagpur,Woman,Fitch,TW Budhraja Complex,TW CA Road Nagpur,Nagpur TW Budhraja Complex
T9VI,South,Andhra Pradesh,Vijayawada,Woman,Fitch,TW Gurunank Colony,RRL Trends Woman Vijayawada Gu,Vijayawada TW Gurunank Colony
TWSQ,South,Andhra Pradesh,Vijaywada,Woman,Fitch,MUGALRAJUPURAM,TW Mugalrajupuram Vijaywada,Vijaywada TW Mogalrajpuram
TX8Y,East,Orissa,Kendrapada,Woman,Fitch,TW Kendrapada,RRL TW Kendrapada Debarish,Kendrapada TW
TY12,South,Andhra Pradesh,Kurnool,Woman,Fitch,Variety Mall,Kurnool TW VarietyMal,Kurnool TW VarietyMal
TER8,West,Chhattisgarh,Bhilai,Woman,Fitch,"TW Akash Ganga, Supela",TW-SUPELA MARKET,Bhilai TW Durg Supela
TIX9,West,Gujarat,Vadodara,Woman,Fitch,TW Centre Square Mall,TW-CENTER SQUARE MALL,Vadodara TW Centre Square Mall
TN59,West,Madhya Pradesh,Jabalpur,Woman,Fitch,TW South Avenue Mall,Trends Women - South Avenue M,Jabalpur TW AvenueMal
TPM3,West,Gujarat,Ahmedabad,Woman,Fitch,"TW Ril, Prerna Arbour (Cg Rd)",TW Prerna Arbour,Ahmedabad TW Reliance property Prerna Arbour CG Rd
TTL2,West,Gujarat,Ahmedabad,Woman,Fitch,"TW Judges Bungalows Road, Mansi Circle",TW- Judges Bungalow Road,Ahmedabad TW Judges Bungalow
TWSC,West,Gujarat,Junagadh,Woman,Fitch,TW Junagadh,TW Junagadh,Junagadh TW Kalpvruksh Complex
TWSV,West,Gujarat,Ahmedabad,Woman,Fitch,TW Vatwa,TW Aviraj Pinnacle,Ahmedabad TW Aviraj Pinnacle
TWSX,West,Gujarat,Ahmedabad,Woman,Fitch,TW Amrakunj Business Centre,TW Aamrakunj Business Centre,Ahmedabad TW Aamrakunj New Chandkheda
TX8X,West,Gujarat,Himmat Nagar,Woman,Fitch,RRL TW Himmatnagar Sky One,RRL TW Himmatnagar Sky One,Himmat Nagar TW Himmat Nagar
9589,South,Kerala,Calicut,Woman,Fitch,TW Surabhi Mall,RRL Trends WIW Surabi Mall Cal,Calicut TW Surabhi M
TE50,South,Kerala,Thrissur,Woman,Fitch,TW Selex Mall Thrissur,RRL TRENDS WOMAN Thrissur,Thrissur TW Selx Mal
TLW9,South,Kerala,Thrissur,Woman,Fitch,Palace Road Thrissur,RRL TW Palace Road Thrissur,Thrissur TW Palace Rd
TTF6,South,Kerala,Manjeri,Woman,Fitch,Indian Mall,TW Indian Mall Manjery,Manjeri TW Indian Mall
TTY6,South,Kerala,Payyannur,Woman,Fitch,TW Magnum MallPayyanur,TW Magnum MallPayyanur,Payyannur TW Magnum Mall
T9QT,East,West Bengal,Siliguri,Woman,Fitch,TW Siliguri,RRL Trends Woman Siliguri Beek,Siliguri TW Sevok Road
TTE6,East,West Bengal,Siliguri,Woman,Fitch,TW Shiv Mandir,TW Shiv Mandir Siliguri,Siliguri TW Shiv Mandir
